3	4	0.794436368115
3	6	0.82063505506
3	8	0.832989679219
3	10	0.839525951526
3	12	0.843871361965
3	14	0.84643805666
3	16	0.847741868885
3	18	0.854455799013
3	20	0.857876726602
3	22	0.855424365496
3	24	0.857308973348
3	26	0.854387619568
3	28	0.867622133884
3	30	0.878767106786
3	32	0.877850713043
3	34	0.87660513717
3	36	0.878681823762
3	38	0.879796112507
3	40	0.88136963232
3	42	0.882203587125
3	44	0.890205602545
3	46	0.890429899329
3	48	0.888966212837
3	50	0.891114014275
3	54	0.89249087202
3	58	0.897607016202
3	62	0.898591408289
3	66	0.896781154836
3	70	0.903071428611
3	74	0.907488972893
3	78	0.907463939306
3	82	0.911361022614
3	86	0.913850045479
3	90	0.916805484011
3	94	0.91625384795
3	98	0.914466069344
3	102	0.917653534222
4	4	0.815451475318
4	6	0.848818062592
4	8	0.869428863431
4	10	0.875413707776
4	12	0.883974178206
4	14	0.879579476543
4	16	0.883677037959
4	18	0.886303684907
4	20	0.891932630234
4	22	0.891549439486
4	24	0.891924627835
4	26	0.894023794594
4	28	0.900077874675
4	30	0.906478006384
4	32	0.907703009756
4	34	0.905032631171
4	36	0.907223565301
4	38	0.909159977983
4	40	0.910152457506
4	42	0.912774962938
4	44	0.914917497167
4	46	0.913991208416
4	48	0.918054206885
4	50	0.920117672272
4	54	0.917212354316
4	58	0.920325479224
4	62	0.924782873039
4	66	0.927677375802
4	70	0.92737198066
4	74	0.927793126276
4	78	0.9271164124
4	82	0.930019572802
4	86	0.932417701213
4	90	0.933421313419
4	94	0.93462150655
4	98	0.934379017426
4	102	0.938550075369
5	4	0.828954634069
5	6	0.864547564735
5	8	0.89297400254
5	10	0.898518734173
5	12	0.904943030075
5	14	0.907472773168
5	16	0.914945089141
5	18	0.915571258917
5	20	0.921146670893
5	22	0.920555453193
5	24	0.921540032775
5	26	0.922075688867
5	28	0.923004152889
5	30	0.926127395195
5	32	0.928638188119
5	34	0.929182754073
5	36	0.930616035412
5	38	0.932073749504
5	40	0.933977361115
5	42	0.935094734316
5	44	0.936391426157
5	46	0.936697998814
5	48	0.936178166526
5	50	0.939492991554
5	54	0.941521272705
5	58	0.944327399101
5	62	0.94490270123
5	66	0.946113596538
5	70	0.945590231797
5	74	0.947346207682
5	78	0.951280621932
5	82	0.95118959161
5	86	0.951885939312
5	90	0.953351066501
5	94	0.952885335917
5	98	0.951743052042
5	102	0.952523733631
6	4	0.855367570056
6	6	0.883295309839
6	8	0.889645293717
6	10	0.900164365324
6	12	0.907213330533
6	14	0.910847968653
6	16	0.920780882324
6	18	0.919710246128
6	20	0.921980326595
6	22	0.927796021085
6	24	0.928489764971
6	26	0.933044398662
6	28	0.933809145639
6	30	0.9381818567
6	32	0.938946704218
6	34	0.941956480293
6	36	0.942014276536
6	38	0.943534929284
6	40	0.942338869279
6	42	0.942998698597
6	44	0.944042077825
6	46	0.94497687291
6	48	0.946843350312
6	50	0.947544653731
6	54	0.946456490544
6	58	0.947954858457
6	62	0.947832033115
6	66	0.949408847454
6	70	0.951080155389
6	74	0.951721206108
6	78	0.953107852998
6	82	0.953515739497
6	86	0.954062976779
6	90	0.954977232693
6	94	0.953158968626
6	98	0.954352423944
6	102	0.955584154046
7	4	0.88913878774
7	6	0.901642328452
7	8	0.91599538777
7	10	0.922839125283
7	12	0.927923403735
7	14	0.928069195145
7	16	0.927993126725
7	18	0.926588384992
7	20	0.925377168257
7	22	0.931078395946
7	24	0.931759782222
7	26	0.93377001601
7	28	0.93716446659
7	30	0.938362776787
7	32	0.937521470114
7	34	0.938583166797
7	36	0.939707665915
7	38	0.940748450838
7	40	0.938818415987
7	42	0.939917957651
7	44	0.940345189873
7	46	0.94151045996
7	48	0.940987853056
7	50	0.941683939609
7	54	0.942646863312
7	58	0.944508453002
7	62	0.945955883626
7	66	0.946244565244
7	70	0.94705480836
7	74	0.947842902009
7	78	0.947900406245
7	82	0.948832629706
7	86	0.949815568159
7	90	0.950555725839
7	94	0.951333627398
7	98	0.952443136105
7	102	0.9519876039
8	4	0.907527351168
8	6	0.92492393795
8	8	0.932765097253
8	10	0.940014130479
8	12	0.945188273072
8	14	0.949790834987
8	16	0.951102456491
8	18	0.953931622363
8	20	0.956279318302
8	22	0.956549456038
8	24	0.956323141684
8	26	0.956800723626
8	28	0.958392892099
8	30	0.958266354987
8	32	0.957706691576
8	34	0.95721072095
8	36	0.956141235259
8	38	0.956975666738
8	40	0.958280386355
8	42	0.95806009966
8	44	0.95859517909
8	46	0.959216853489
8	48	0.959624776977
8	50	0.958952883787
8	54	0.958358627087
8	58	0.960613693782
8	62	0.96086081727
8	66	0.960493112747
8	70	0.959932958681
8	74	0.960692497081
8	78	0.959998354953
8	82	0.960096553215
8	86	0.960428589716
8	90	0.961000171902
8	94	0.962121811227
8	98	0.961915709683
8	102	0.962078010007
9	4	0.901925823773
9	6	0.907180072442
9	8	0.913639548341
9	10	0.920378345943
9	12	0.927885924101
9	14	0.931425954093
9	16	0.930709653755
9	18	0.932117356373
9	20	0.933930347879
9	22	0.937857000547
9	24	0.938737019877
9	26	0.939114605975
9	28	0.939635191021
9	30	0.941456343791
9	32	0.938146934791
9	34	0.939281064249
9	36	0.940210647071
9	38	0.94195696383
9	40	0.943478755421
9	42	0.943398281789
9	44	0.943436903364
9	46	0.943624221546
9	48	0.945114562451
9	50	0.945811225152
9	54	0.946606096223
9	58	0.948004666943
9	62	0.947615089795
9	66	0.9490100002
9	70	0.949927401501
9	74	0.94950322287
9	78	0.949944113254
9	82	0.951347332595
9	86	0.953156681499
9	90	0.953762742181
9	94	0.95458833613
9	98	0.954307515223
9	102	0.955105938519
10	4	0.903005381615
10	6	0.91988031313
10	8	0.925635248008
10	10	0.934064960218
10	12	0.936930397898
10	14	0.938657159224
10	16	0.943483483704
10	18	0.943726384111
10	20	0.94317512287
10	22	0.943327957499
10	24	0.944597941343
10	26	0.945588460709
10	28	0.945872293369
10	30	0.947288770971
10	32	0.949269555154
10	34	0.949473704852
10	36	0.948901749169
10	38	0.947409972858
10	40	0.947866534854
10	42	0.948139318562
10	44	0.948225614533
10	46	0.947794838065
10	48	0.947152101777
10	50	0.94795998616
10	54	0.947548037471
10	58	0.947636464219
10	62	0.948372965607
10	66	0.948455464894
10	70	0.948663513538
10	74	0.948550108012
10	78	0.948890498426
10	82	0.947858904151
10	86	0.947456491636
10	90	0.948820845912
10	94	0.949366005426
10	98	0.950562712842
10	102	0.950560674112
11	4	0.88579160931
11	6	0.90565835362
11	8	0.923322258163
11	10	0.925706846122
11	12	0.930779127703
11	14	0.933052222448
11	16	0.935426440209
11	18	0.936886438668
11	20	0.936160708163
11	22	0.941081929235
11	24	0.940594381175
11	26	0.942034824899
11	28	0.941065547024
11	30	0.938224831785
11	32	0.938539085715
11	34	0.939938089315
11	36	0.940803242371
11	38	0.939761786843
11	40	0.941048925605
11	42	0.942283096839
11	44	0.940918610939
11	46	0.939656843137
11	48	0.939082748522
11	50	0.939382160169
11	54	0.941165655167
11	58	0.941747338728
11	62	0.94115695271
11	66	0.942468711014
11	70	0.941343770576
11	74	0.941700895243
11	78	0.941287029625
11	82	0.940743053552
11	86	0.941292671538
11	90	0.941104454922
11	94	0.941679157938
11	98	0.942483202227
11	102	0.942916413196
12	4	0.898943178065
12	6	0.926409096864
12	8	0.934017144608
12	10	0.939143152056
12	12	0.945402640492
12	14	0.948539725032
12	16	0.949930282293
12	18	0.951136293733
12	20	0.951413316683
12	22	0.951720308094
12	24	0.952855854996
12	26	0.953237534873
12	28	0.953542888287
12	30	0.952862007601
12	32	0.952118014437
12	34	0.953245387382
12	36	0.952832510317
12	38	0.952942913304
12	40	0.952167358588
12	42	0.952998330742
12	44	0.952935426181
12	46	0.953273853427
12	48	0.954402787472
12	50	0.954694600319
12	54	0.954692405261
12	58	0.955911029441
12	62	0.955706941979
12	66	0.956468974657
12	70	0.957103636855
12	74	0.956824395043
12	78	0.956773217581
12	82	0.957310269542
12	86	0.957538757375
12	90	0.956898722117
12	94	0.957244740208
12	98	0.957520287704
12	102	0.957677530018
13	4	0.903042733949
13	6	0.926891875089
13	8	0.935008669389
13	10	0.939016795795
13	12	0.938484102442
13	14	0.934725858402
13	16	0.93693423924
13	18	0.939884070902
13	20	0.942806024126
13	22	0.945100428247
13	24	0.947703123638
13	26	0.947782163955
13	28	0.947326467527
13	30	0.944918693953
13	32	0.944601501273
13	34	0.944786668047
13	36	0.944221672783
13	38	0.944730799822
13	40	0.944881432971
13	42	0.945109185488
13	44	0.945413045843
13	46	0.945830226029
13	48	0.946192657947
13	50	0.947539293918
13	54	0.946467383156
13	58	0.946182326376
13	62	0.947637743224
13	66	0.946930978988
13	70	0.946975681697
13	74	0.947388790035
13	78	0.947875903279
13	82	0.946943241173
13	86	0.946621494159
13	90	0.945711533061
13	94	0.946442978862
13	98	0.945843134639
13	102	0.946953324284
14	4	0.901727816957
14	6	0.927994421639
14	8	0.929389067548
14	10	0.93250687954
14	12	0.940195567556
14	14	0.944942770135
14	16	0.946886046179
14	18	0.947429177075
14	20	0.950921526134
14	22	0.952088993121
14	24	0.953294897516
14	26	0.953898815373
14	28	0.952484690128
14	30	0.952051859314
14	32	0.951344273859
14	34	0.950234955318
14	36	0.950536754122
14	38	0.950899414999
14	40	0.951534767208
14	42	0.951464718666
14	44	0.951973425444
14	46	0.951166915363
14	48	0.949546737665
14	50	0.949583587816
14	54	0.949898812861
14	58	0.950059368092
14	62	0.951097103975
14	66	0.952085945751
14	70	0.951370143645
14	74	0.952222512539
14	78	0.953426428218
14	82	0.953680195432
14	86	0.954093172937
14	90	0.954280282763
14	94	0.953996761066
14	98	0.953778952192
14	102	0.953744450337
